board;sensor;marble_color;min_value;max_value;low_threshold;high_threshold
13;13;" Red    ";1111;1189;1042;1267
13;13;" Green  ";1373;1495;1267;1749
13;13;" Blue   ";1976;2067;1749;2492
13;13;" White  ";2917;3218;2492;4095
13;14;" NONE   ";0;0;0;409
13;14;" Orange ";818;954;409;1071
13;14;" Red    ";1184;1310;1071;1389
13;14;" Green  ";1483;1623;1389;1967
13;14;" Blue   ";2209;2292;1967;2760
13;14;" White  ";3229;3366;2760;4095
13;15;" NONE   ";0;0;0;385
13;15;" Orange ";771;965;385;1140
13;15;" Red    ";1178;1246;1140;1314
13;15;" Green  ";1430;1552;1314;1865
13;15;" Blue   ";2116;2235;1865;2747
13;15;" White  ";3260;3307;2747;4095
14;0;" NONE   ";0;0;0;453
14;0;" Orange ";907;1131;453;1259
14;0;" Red    ";1335;1491;1259;1589
14;0;" Green  ";1686;1834;1589;2163
14;0;" Blue   ";2530;2684;2163;3034
14;0;" White  ";3384;3396;3034;4095
14;1;" NONE   ";0;0;0;521
14;1;" Orange ";1043;1268;521;1412
14;1;" Red    ";1517;1709;1412;1860
14;1;" Green  ";1952;2092;1860;2332
14;1;" Blue   ";2778;3073;2332;3232
14;1;" White  ";3392;3410;3232;4095
14;2;" NONE   ";0;0;0;506
14;2;" Orange ";1012;1136;506;1299
14;2;" Red    ";1448;1541;1299;1744
14;2;" Green  ";1884;1935;1744;2046
14;2;" Blue   ";2582;2823;2046;3101
14;2;" White  ";3380;3398;3101;4095
14;3;" NONE   ";0;0;0;443
14;3;" Orange ";886;1067;443;1230
14;3;" Red    ";1272;1332;1230;1448
14;3;" Green  ";1610;1701;1448;1805
14;3;" Blue   ";2197;2451;1805;2889
14;3;" White  ";3328;3368;2889;4095
14;4;" NONE   ";0;0;0;432
14;4;" Orange ";864;1035;432;1188
14;4;" Red    ";1244;1318;1188;1476
14;4;" Green  ";1600;1656;1476;1781
14;4;" Blue   ";2240;2416;1781;2867
14;4;" White  ";3318;3367;2867;4095
14;5;" NONE   ";0;8;0;405
14;5;" Orange ";803;909;405;1044
14;5;" Red    ";1152;1231;1044;1298
14;5;" Green  ";1425;1555;1298;1706
14;5;" Blue   ";2014;2216;1706;2634
14;5;" White  ";3052;3316;2634;4095
14;6;" NONE   ";0;0;0;370
14;6;" Orange ";741;894;370;997
14;6;" Red    ";1081;1188;997;1275
14;6;" Green  ";1402;1524;1275;1709
14;6;" Blue   ";2001;2152;1709;2655
14;6;" White  ";3158;3279;2655;4095
14;7;" NONE   ";0;1;0;416
14;7;" Orange ";831;1005;416;1107
14;7;" Red    ";1168;1284;1107;1366
14;7;" Green  ";1476;1625;1366;1930
14;7;" Blue   ";2197;2327;1930;2778
14;7;" White  ";3229;3335;2778;4095
14;8;" NONE   ";0;1;0;392
14;8;" Orange ";784;888;392;989
14;8;" Red    ";1114;1203;989;1302
14;8;" Green  ";1415;1539;1302;1879
14;8;" Blue   ";2083;2192;1879;2644
14;8;" White  ";3097;3295;2644;4095
14;9;" NONE   ";0;0;0;498
14;9;" Orange ";997;1135;498;1270
14;9;" Red    ";1393;1528;1270;1623
14;9;" Green  ";1770;1948;1623;2162
14;9;" Blue   ";2531;2792;2162;3078
14;9;" White  ";3364;3381;3078;4095
14;10;" NONE   ";0;25;0;397
14;10;" Orange ";769;876;397;1021
14;10;" Red    ";1111;1207;1021;1268
14;10;" Green  ";1348;1504;1268;1774
14;10;" Blue   ";1967;2103;1774;2476
14;10;" White  ";2850;3215;2476;4095
14;11;" NONE   ";0;0;0;393
14;11;" Orange ";786;915;393;1050
14;11;" Red    ";1200;1301;1050;1411
14;11;" Green  ";1545;1684;1411;1901
14;11;" Blue   ";2196;2410;1901;2843
14;11;" White  ";3276;3344;2843;4095
14;12;" NONE   ";0;0;0;402
14;12;" Orange ";805;964;402;1090
14;12;" Red    ";1174;1279;1090;1372
14;12;" Green  ";1493;1618;1372;1814
14;12;" Blue   ";2184;2390;1814;2820
14;12;" White  ";3250;3335;2820;4095
14;13;" NONE   ";0;0;0;406
14;13;" Orange ";813;958;406;1121
14;13;" Red    ";1218;1281;1121;1337
14;13;" Green  ";1489;1638;1337;1964
14;13;" Blue   ";2196;2324;1964;2785
14;13;" White  ";3247;3338;2785;4095
14;14;" NONE   ";0;0;0;445
14;14;" Orange ";891;1091;445;1299
14;14;" Red    ";1348;1412;1299;1564
14;14;" Green  ";1717;1824;1564;2166
14;14;" Blue   ";2485;2605;2166;2965
14;14;" White  ";3325;3364;2965;4095
14;15;" NONE   ";0;2;0;458
14;15;" Orange ";915;1068;458;1221
14;15;" Red    ";1310;1400;1221;1463
14;15;" Green  ";1609;1819;1463;2208
14;15;" Blue   ";2417;2567;2208;2957
14;15;" White  ";3348;3359;2957;4095
15;0;" NONE   ";0;0;0;497
15;0;" Orange ";995;1180;497;1312
15;0;" Red    ";1390;1516;1312;1610
15;0;" Green  ";1747;1908;1610;2210
15;0;" Blue   ";2630;2799;2210;3039
15;0;" White  ";3279;3299;3039;4095
15;1;" NONE   ";0;0;0;501
15;1;" Orange ";1003;1213;501;1373
15;1;" Red    ";1505;1648;1373;1775
15;1;" Green  ";1948;2116;1775;2424
15;1;" Blue   ";2818;3028;2424;3154
15;1;" White  ";3280;3300;3154;4095
15;2;" NONE   ";0;0;0;427
15;2;" Orange ";854;965;427;1118
15;2;" Red    ";1258;1375;1118;1450
15;2;" Green  ";1586;1764;1450;2021
15;2;" Blue   ";2316;2491;2021;2868
15;2;" White  ";3246;3273;2868;4095
15;3;" NONE   ";0;0;0;408
15;3;" Orange ";817;939;408;1097
15;3;" Red    ";1171;1237;1097;1336
15;3;" Green  ";1520;1651;1336;2022
15;3;" Blue   ";2287;2384;2022;2813
15;3;" White  ";3242;3260;2813;4095
15;4;" NONE   ";0;0;0;405
15;4;" Orange ";810;915;405;1062
15;4;" Red    ";1175;1250;1062;1326
15;4;" Green  ";1502;1667;1326;1979
15;4;" Blue   ";2216;2372;1979;2794
15;4;" White  ";3216;3257;2794;4095
15;5;" NONE   ";0;0;0;369
15;5;" Orange ";738;885;369;994
15;5;" Red    ";1058;1177;994;1237
15;5;" Green  ";1302;1455;1237;1695
15;5;" Blue   ";1901;2052;1695;2534
15;5;" White  ";3017;3108;2534;4095
15;6;" NONE   ";0;0;0;320
15;6;" Orange ";641;757;320;819
15;6;" Red    ";884;1013;819;1078
15;6;" Green  ";1176;1321;1078;1486
15;6;" Blue   ";1704;1831;1486;2215
15;6;" White  ";2599;2933;2215;4095
15;7;" NONE   ";0;0;0;416
15;7;" Orange ";832;990;416;1133
15;7;" Red    ";1203;1332;1133;1469
15;7;" Green  ";1538;1654;1469;1950
15;7;" Blue   ";2267;2438;1950;2817
15;7;" White  ";3196;3229;2817;4095
15;8;" NONE   ";0;0;0;406
15;8;" Orange ";812;919;406;1070
15;8;" Red    ";1179;1249;1070;1352
15;8;" Green  ";1488;1630;1352;1859
15;8;" Blue   ";2151;2327;1859;2757
15;8;" White  ";3187;3246;2757;4095
15;9;" NONE   ";0;0;0;329
15;9;" Orange ";658;827;329;896
15;9;" Red    ";974;1091;896;1170
15;9;" Green  ";1320;1430;1170;1663
15;9;" Blue   ";1896;2007;1663;2446
15;9;" White  ";2885;3121;2446;4095
15;10;" NONE   ";0;0;0;309
15;10;" Orange ";619;756;309;861
15;10;" Red    ";942;1078;861;1133
15;10;" Green  ";1176;1286;1133;1530
15;10;" Blue   ";1725;1792;1530;2265
15;10;" White  ";2738;2836;2265;4095
15;11;" NONE   ";0;0;0;314
15;11;" Orange ";628;809;314;899
15;11;" Red    ";945;1096;899;1152
15;11;" Green  ";1193;1307;1152;1471
15;11;" Blue   ";1805;1972;1471;2388
15;11;" White  ";2804;3065;2388;4095
15;12;" NONE   ";0;0;0;342
15;12;" Orange ";684;827;342;953
15;12;" Red    ";1014;1089;953;1156
15;12;" Green  ";1268;1385;1156;1605
15;12;" Blue   ";1885;1997;1605;2524
15;12;" White  ";3051;3118;2524;4095
15;13;" NONE   ";0;0;0;365
15;13;" Orange ";730;916;365;1021
15;13;" Red    ";1106;1265;1021;1334
15;13;" Green  ";1397;1571;1334;1862
15;13;" Blue   ";2070;2249;1862;2670
15;13;" White  ";3091;3207;2670;4095
15;14;" NONE   ";0;0;0;385
15;14;" Orange ";770;967;385;1158
15;14;" Red    ";1211;1270;1158;1368
15;14;" Green  ";1564;1675;1368;1922
15;14;" Blue   ";2246;2387;1922;2789
15;14;" White  ";3191;3244;2789;4095
15;15;" NONE   ";0;0;0;440
15;15;" Orange ";880;1046;440;1204
15;15;" Red    ";1277;1353;1204;1416
15;15;" Green  ";1578;1718;1416;1945
15;15;" Blue   ";2329;2507;1945;2870
15;15;" White  ";3233;3255;2870;4095
